ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
M18392002,VEH_188,3,D_273,2023-05-04 19:51,0,60,2023-05-04 20:51,Yes
,VEH_188,4,O_62,2023-05-04 21:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1124,1,O_62,2023-05-04 13:00,0,,,
M18391891,VEH_1124,2,D_456,2023-05-04 13:31,269.29,60,2023-05-04 19:00,Yes
,VEH_1124,3,O_62,2023-05-04 19:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_179,1,O_62,2023-05-04 13:00,0,,,
M18390376,VEH_179,2,D_356,2023-05-04 16:42,78.13,60,2023-05-04 19:00,Yes
,VEH_179,3,O_62,2023-05-04 22:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1117,1,O_62,2023-05-04 13:00,0,,,
M18390855,VEH_1117,2,D_373,2023-05-04 14:36,203.82,60,2023-05-04 19:00,Yes
20230502B470741_001,VEH_1117,3,D_233,2023-05-04 20:03,0,60,2023-05-04 21:03,Yes
20230503B473927_001,VEH_1117,4,D_233,2023-05-04 21:03,0,60,2023-05-04 22:03,Yes
,VEH_1117,5,O_62,2023-05-04 23:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_227,1,O_123,2023-05-04 13:00,0,,,
MF2305086259318,VEH_227,2,D_1695,2023-05-04 15:51,128.65,60,2023-05-04 19:00,Yes
,VEH_227,3,O_123,2023-05-04 21:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_640,1,O_144,2023-05-04 13:00,0,,,
20230502B469122_001,VEH_640,2,D_56,2023-05-04 16:11,108.61,60,2023-05-04 19:00,Yes
M18391652,VEH_640,3,D_334,2023-05-04 22:22,0,60,2023-05-04 23:22,Yes
,VEH_640,4,O_144,2023-05-05 00:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_366,1,O_144,2023-05-04 13:00,0,,,
20230502B469070_001,VEH_366,2,D_66,2023-05-04 15:43,136.97,60,2023-05-04 19:00,Yes
20230502B470825_001,VEH_366,3,D_92,2023-05-04 21:07,0,60,2023-05-04 22:07,Yes
,VEH_366,4,O_144,2023-05-04 22:07,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_276,1,O_144,2023-05-04 13:00,0,,,
20230502B469052_001,VEH_276,2,D_141,2023-05-04 15:28,151.51,60,2023-05-04 19:00,Yes
20230502B468944_001,VEH_276,3,D_7,2023-05-04 23:32,1107.66,60,2023-05-05 19:00,Yes
,VEH_276,4,O_144,2023-05-05 21:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_684,1,O_144,2023-05-04 13:00,0,,,
20230502B467521_001,VEH_684,2,D_88,2023-05-04 15:44,136.04,60,2023-05-04 19:00,Yes
,VEH_684,3,O_144,2023-05-04 21:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1043,1,O_144,2023-05-04 13:00,0,,,
M18391695,VEH_1043,2,D_340,2023-05-04 15:00,120.02,60,2023-05-04 18:00,Yes
,VEH_1043,3,O_144,2023-05-04 20:04,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_54,1,O_144,2023-05-04 13:00,0,,,
20230502B466959_001,VEH_54,2,D_139,2023-05-04 15:25,155.06,60,2023-05-04 19:00,Yes
20230502B469055_001,VEH_54,3,D_142,2023-05-04 22:17,0,60,2023-05-04 23:17,Yes
,VEH_54,4,O_144,2023-05-05 00:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_638,1,O_144,2023-05-04 13:00,0,,,
20230502B467588_001,VEH_638,2,D_64,2023-05-04 16:09,110.64,60,2023-05-04 19:00,Yes
,VEH_638,3,O_144,2023-05-04 21:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_91,1,O_144,2023-05-04 13:00,0,,,
20230502B470881_001,VEH_91,2,D_235,2023-05-04 16:24,95.78,60,2023-05-04 19:00,Yes
20230503B474894_001,VEH_91,3,D_109,2023-05-04 22:34,0,60,2023-05-04 23:34,Yes
,VEH_91,4,O_144,2023-05-05 00:15,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_300,1,O_144,2023-05-04 13:00,0,,,
MF2305106274070,VEH_300,2,D_1476,2023-05-04 14:13,227.11,60,2023-05-04 19:00,Yes
20230502B467645_001,VEH_300,3,D_12,2023-05-04 21:59,0,60,2023-05-04 22:59,Yes
,VEH_300,4,O_144,2023-05-05 01:04,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_936,1,O_144,2023-05-04 13:00,0,,,
20230502B469067_001,VEH_936,2,D_217,2023-05-04 14:09,231.36,60,2023-05-04 19:00,Yes
20230503B472542_001,VEH_936,3,D_20,2023-05-04 22:15,0,60,2023-05-04 23:15,Yes
,VEH_936,4,O_144,2023-05-05 02:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_297,1,O_144,2023-05-04 13:00,0,,,
20230502B468966_001,VEH_297,2,D_31,2023-05-04 15:15,164.9,60,2023-05-04 19:00,Yes
20230502B469195_001,VEH_297,3,D_12,2023-05-04 22:46,0,60,2023-05-04 23:46,Yes
,VEH_297,4,O_144,2023-05-05 01:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_278,1,O_144,2023-05-04 13:00,0,,,
20230502B466921_001,VEH_278,2,D_7,2023-05-04 15:32,147.65,60,2023-05-04 19:00,Yes
,VEH_278,3,O_144,2023-05-04 21:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_67,1,O_144,2023-05-04 13:00,0,,,
20230503B475088_001,VEH_67,2,D_108,2023-05-04 14:52,188.24,60,2023-05-04 19:00,Yes
20230502B469118_001,VEH_67,3,D_88,2023-05-04 23:11,0,60,2023-05-05 00:11,Yes
,VEH_67,4,O_144,2023-05-05 02:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_323,1,O_144,2023-05-04 13:00,0,,,
20230502B469034_001,VEH_323,2,D_51,2023-05-04 15:47,132.74,60,2023-05-04 19:00,Yes
,VEH_323,3,O_144,2023-05-04 21:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_750,1,O_144,2023-05-04 13:00,0,,,
20230502B469185_001,VEH_750,2,D_228,2023-05-04 15:40,139.72,60,2023-05-04 19:00,Yes
20230502B468927_001,VEH_750,3,D_20,2023-05-04 23:43,1096.55,60,2023-05-05 19:00,Yes
,VEH_750,4,O_144,2023-05-05 22:03,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_286,1,O_144,2023-05-04 13:00,0,,,
20230502B468898_001,VEH_286,2,D_18,2023-05-04 15:50,130.13,60,2023-05-04 19:00,Yes
,VEH_286,3,O_144,2023-05-04 21:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_223,1,O_144,2023-05-04 13:00,0,,,
20230502B469176_001,VEH_223,2,D_95,2023-05-04 15:43,136.96,60,2023-05-04 19:00,Yes
20230501B468272_001,VEH_223,3,D_96,2023-05-04 19:46,0,60,2023-05-04 20:46,Yes
,VEH_223,4,O_144,2023-05-04 23:23,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_793,1,O_144,2023-05-04 13:00,0,,,
20230502B467038_001,VEH_793,2,D_1,2023-05-04 13:16,284.03,60,2023-05-04 19:00,Yes
,VEH_793,3,O_144,2023-05-04 19:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_535,1,O_144,2023-05-04 13:00,0,,,
20230503B472268_001,VEH_535,2,D_1,2023-05-04 13:16,284.03,60,2023-05-04 19:00,Yes
,VEH_535,3,O_144,2023-05-04 19:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_685,1,O_144,2023-05-04 13:00,0,,,
20230502B469072_001,VEH_685,2,D_113,2023-05-04 15:58,122.29,60,2023-05-04 19:00,Yes
,VEH_685,3,O_144,2023-05-04 21:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_364,1,O_144,2023-05-04 13:00,0,,,
20230502B469145_001,VEH_364,2,D_156,2023-05-04 14:08,232.13,60,2023-05-04 19:00,Yes
20230502B467044_001,VEH_364,3,D_1,2023-05-04 20:04,0,60,2023-05-04 21:04,Yes
,VEH_364,4,O_144,2023-05-04 21:20,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_515,1,O_144,2023-05-04 13:00,0,,,
20230502B469158_001,VEH_515,2,D_159,2023-05-04 16:14,106.44,60,2023-05-04 19:00,Yes
20230502B469031_001,VEH_515,3,D_50,2023-05-04 19:21,0,60,2023-05-04 20:21,Yes
,VEH_515,4,O_144,2023-05-04 23:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_273,1,O_144,2023-05-04 13:00,0,,,
20230502B471749_001,VEH_273,2,D_46,2023-05-04 14:48,191.75,60,2023-05-04 19:00,Yes
,VEH_273,3,O_144,2023-05-04 20:56,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_291,1,O_144,2023-05-04 13:00,0,,,
20230501B467328_001,VEH_291,2,D_143,2023-05-04 16:07,0,60,2023-05-04 17:07,Yes
,VEH_291,3,O_144,2023-05-04 19:20,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_241,1,O_144,2023-05-04 13:00,0,,,
20230502B467628_001,VEH_241,2,D_94,2023-05-04 14:28,212.26,60,2023-05-04 19:00,Yes
,VEH_241,3,O_144,2023-05-04 20:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_288,1,O_174,2023-05-04 13:00,0,,,
N_20230502865038,VEH_288,2,D_108,2023-05-04 13:31,269.0,60,2023-05-04 19:00,Yes
20230504B476076_001,VEH_288,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_288,4,O_174,2023-05-04 20:27,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_870,1,O_174,2023-05-04 13:00,0,,,
20230504B477283_001,VEH_870,2,D_109,2023-05-04 15:12,167.74,60,2023-05-04 19:00,Yes
,VEH_870,3,O_174,2023-05-04 21:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_383,1,O_179,2023-05-04 13:00,0,,,
20230502B469851_001,VEH_383,2,D_46,2023-05-04 15:17,162.52,60,2023-05-04 19:00,Yes
20230502B469910_001,VEH_383,3,D_107,2023-05-04 21:08,0,60,2023-05-04 22:08,Yes
,VEH_383,4,O_179,2023-05-04 22:40,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_477,1,O_179,2023-05-04 13:00,0,,,
MF2305106276402,VEH_477,2,D_1678,2023-05-04 15:18,162.04,60,2023-05-04 19:00,Yes
,VEH_477,3,O_179,2023-05-04 21:18,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_367,1,O_179,2023-05-04 13:00,0,,,
MF2305046248981,VEH_367,2,D_109,2023-05-04 14:14,226.34,60,2023-05-04 19:00,Yes
,VEH_367,3,O_179,2023-05-04 20:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_399,1,O_179,2023-05-04 13:00,0,,,
20230502B469869_001,VEH_399,2,D_59,2023-05-04 13:57,0,60,2023-05-04 14:57,Yes
,VEH_399,3,O_179,2023-05-04 15:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_12,1,O_179,2023-05-04 13:00,0,,,
20230504B477336_001,VEH_12,2,D_209,2023-05-04 13:36,204.06,60,2023-05-04 18:00,Yes
,VEH_12,3,O_179,2023-05-04 18:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_361,1,O_179,2023-05-04 13:00,0,,,
20230502B469819_001,VEH_361,2,D_139,2023-05-04 15:53,127.18,60,2023-05-04 19:00,Yes
,VEH_361,3,O_179,2023-05-04 21:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_318,1,O_243,2023-05-04 13:00,0,,,
20230504B476424_001,VEH_318,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B477180_001,VEH_318,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_318,4,O_243,2023-05-04 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1120,1,O_243,2023-05-04 13:00,0,,,
20230504B477244_001,VEH_1120,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B476368_001,VEH_1120,3,D_184,2023-05-04 19:52,0,60,2023-05-04 20:52,Yes
,VEH_1120,4,O_243,2023-05-04 22:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_444,1,O_243,2023-05-04 13:00,0,,,
20230504B476341_001,VEH_444,2,D_109,2023-05-04 16:08,112.5,60,2023-05-04 19:00,Yes
20230504B476399_001,VEH_444,3,D_1,2023-05-04 19:42,0,60,2023-05-04 20:42,Yes
,VEH_444,4,O_243,2023-05-04 23:41,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_442,1,O_243,2023-05-04 13:00,0,,,
20230504B477237_001,VEH_442,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B476354_001,VEH_442,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_442,4,O_243,2023-05-04 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_62,1,O_243,2023-05-04 13:00,0,,,
20230503B473593_001,VEH_62,2,D_233,2023-05-04 14:50,189.96,60,2023-05-04 19:00,Yes
20230504B477271_001,VEH_62,3,D_1,2023-05-04 20:19,0,60,2023-05-04 21:19,Yes
,VEH_62,4,O_243,2023-05-05 00:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_149,1,O_243,2023-05-04 13:00,0,,,
20230504B477321_001,VEH_149,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B476727_001,VEH_149,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_149,4,O_243,2023-05-04 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_434,1,O_243,2023-05-04 13:00,0,,,
N_20230504876727,VEH_434,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B476629_001,VEH_434,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_434,4,O_243,2023-05-04 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_436,1,O_243,2023-05-04 13:00,0,,,
20230504B477260_001,VEH_436,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
20230504B476697_001,VEH_436,3,D_108,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_436,4,O_243,2023-05-04 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_986,1,O_243,2023-05-04 13:00,0,,,
20230504B476427_001,VEH_986,2,D_109,2023-05-04 16:08,112.5,60,2023-05-04 19:00,Yes
20230504B477248_001,VEH_986,3,D_108,2023-05-04 21:12,0,60,2023-05-04 22:12,Yes
,VEH_986,4,O_243,2023-05-04 23:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1097,1,O_243,2023-05-04 13:00,0,,,
20230504B476312_001,VEH_1097,2,D_109,2023-05-04 16:08,112.5,60,2023-05-04 19:00,Yes
20230503B474679_001,VEH_1097,3,D_109,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_1097,4,O_243,2023-05-04 23:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_105,1,O_243,2023-05-04 13:00,0,,,
20230504B476350_001,VEH_105,2,D_108,2023-05-04 14:31,208.94,60,2023-05-04 19:00,Yes
,VEH_105,3,O_243,2023-05-04 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_209,1,O_323,2023-05-04 13:00,0,,,
MF2305086259061,VEH_209,2,D_1219,2023-05-04 13:25,274.9,60,2023-05-04 19:00,Yes
,VEH_209,3,O_323,2023-05-04 19:25,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_537,1,O_323,2023-05-04 13:00,0,,,
20230504B476435_001,VEH_537,2,D_1,2023-05-04 14:35,205.09,60,2023-05-04 19:00,Yes
20230504B475497_001,VEH_537,3,D_1,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
20230503B475130_001,VEH_537,4,D_109,2023-05-04 20:41,0,60,2023-05-04 21:41,Yes
,VEH_537,5,O_323,2023-05-04 22:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_551,1,O_323,2023-05-04 13:00,0,,,
20230503B475126_001,VEH_551,2,D_56,2023-05-04 14:53,186.61,60,2023-05-04 19:00,Yes
20230503B475122_001,VEH_551,3,D_56,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_551,4,O_323,2023-05-04 21:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_622,1,O_326,2023-05-04 13:00,0,,,
20230502B471068_001,VEH_622,2,D_205,2023-05-04 13:28,271.65,60,2023-05-04 19:00,Yes
20230502B469273_001,VEH_622,3,D_6,2023-05-04 20:12,0,60,2023-05-04 21:12,Yes
,VEH_622,4,O_326,2023-05-04 22:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_1021,1,O_326,2023-05-04 13:00,0,,,
MF2305126290831,VEH_1021,2,D_2013,2023-05-04 14:49,191.0,60,2023-05-04 19:00,Yes
MF2305176319144,VEH_1021,3,D_2075,2023-05-04 22:28,0,60,2023-05-04 23:28,Yes
,VEH_1021,4,O_326,2023-05-05 00:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_729,1,O_326,2023-05-04 13:00,0,,,
20230502B471534_001,VEH_729,2,D_55,2023-05-04 14:11,228.92,60,2023-05-04 19:00,Yes
,VEH_729,3,O_326,2023-05-04 19:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_121,1,O_326,2023-05-04 13:00,0,,,
20230502B471516_001,VEH_121,2,D_85,2023-05-04 13:37,262.66,60,2023-05-04 19:00,Yes
,VEH_121,3,O_326,2023-05-04 19:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_143,1,O_326,2023-05-04 13:00,0,,,
MF2305126290847,VEH_143,2,D_2003,2023-05-04 13:27,272.86,60,2023-05-04 19:00,Yes
MF2305156305530,VEH_143,3,D_2003,2023-05-04 19:00,0,60,2023-05-04 20:00,Yes
,VEH_143,4,O_326,2023-05-04 20:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_874,1,O_326,2023-05-04 13:00,0,,,
MF2305156305506,VEH_874,2,D_2013,2023-05-04 14:49,191.0,60,2023-05-04 19:00,Yes
20230504B476087_001,VEH_874,3,D_108,2023-05-04 21:09,0,60,2023-05-04 22:09,Yes
,VEH_874,4,O_326,2023-05-04 23:02,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_650,1,O_326,2023-05-04 13:00,0,,,
20230504B476095_001,VEH_650,2,D_108,2023-05-04 13:53,247.39,60,2023-05-04 19:00,Yes
20230502B471549_001,VEH_650,3,D_59,2023-05-04 19:55,0,60,2023-05-04 20:55,Yes
,VEH_650,4,O_326,2023-05-04 21:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_600,1,O_326,2023-05-04 13:00,0,,,
20230502B471655_001,VEH_600,2,D_38,2023-05-04 13:27,272.79,60,2023-05-04 19:00,Yes
MF2305156305485,VEH_600,3,D_1658,2023-05-04 20:25,994.74,60,2023-05-05 14:00,Yes
,VEH_600,4,O_326,2023-05-05 15:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_569,1,O_326,2023-05-04 13:00,0,,,
20230504B476131_001,VEH_569,2,D_1,2023-05-04 14:26,214.09,60,2023-05-04 19:00,Yes
MF2305126290852,VEH_569,3,D_1414,2023-05-04 20:39,0,60,2023-05-04 21:39,Yes
,VEH_569,4,O_326,2023-05-04 22:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_460,1,O_326,2023-05-04 13:00,0,,,
MF2305156305514,VEH_460,2,D_2003,2023-05-04 13:27,272.86,60,2023-05-04 19:00,Yes
20230502B471554_001,VEH_460,3,D_109,2023-05-04 21:02,0,60,2023-05-04 22:02,Yes
,VEH_460,4,O_326,2023-05-04 23:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_114,1,O_326,2023-05-04 13:00,0,,,
20230503B474181_001,VEH_114,2,D_78,2023-05-04 13:50,250.43,60,2023-05-04 19:00,Yes
,VEH_114,3,O_326,2023-05-04 19:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_749,1,O_326,2023-05-04 13:00,0,,,
20230503B473859_001,VEH_749,2,D_1,2023-05-04 14:26,214.09,60,2023-05-04 19:00,Yes
20230504B476549_001,VEH_749,3,D_108,2023-05-04 20:43,0,60,2023-05-04 21:43,Yes
,VEH_749,4,O_326,2023-05-04 22:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_901,1,O_326,2023-05-04 13:00,0,,,
20230503B474044_001,VEH_901,2,D_191,2023-05-04 13:46,254.04,60,2023-05-04 19:00,Yes
20230504B476107_001,VEH_901,3,D_109,2023-05-04 21:21,0,60,2023-05-04 22:21,Yes
,VEH_901,4,O_326,2023-05-05 00:14,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_164,1,O_326,2023-05-04 13:00,0,,,
20230502B469362_001,VEH_164,2,D_138,2023-05-04 16:49,71.34,60,2023-05-04 19:00,Yes
20230502B469456_001,VEH_164,3,D_105,2023-05-04 20:07,0,60,2023-05-04 21:07,Yes
,VEH_164,4,O_326,2023-05-05 01:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_702,1,O_326,2023-05-04 13:00,0,,,
20230502B471435_001,VEH_702,2,D_66,2023-05-04 14:08,231.77,60,2023-05-04 19:00,Yes
N_20230502865101,VEH_702,3,D_49,2023-05-04 19:45,0,60,2023-05-04 20:45,Yes
,VEH_702,4,O_326,2023-05-04 22:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_421,1,O_326,2023-05-04 13:00,0,,,
20230502B470437_001,VEH_421,2,D_108,2023-05-04 13:53,247.39,60,2023-05-04 19:00,Yes
,VEH_421,3,O_326,2023-05-04 19:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_969,1,O_326,2023-05-04 13:00,0,,,
20230504B476573_001,VEH_969,2,D_109,2023-05-04 14:51,188.95,60,2023-05-04 19:00,Yes
,VEH_969,3,O_326,2023-05-04 20:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_413,1,O_326,2023-05-04 13:00,0,,,
20230503B474244_001,VEH_413,2,D_109,2023-05-04 14:51,188.95,60,2023-05-04 19:00,Yes
20230502B471660_001,VEH_413,3,D_103,2023-05-04 20:50,0,60,2023-05-04 21:50,Yes
,VEH_413,4,O_326,2023-05-04 22:35,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_113,1,O_326,2023-05-04 13:00,0,,,
20230502B471050_001,VEH_113,2,D_170,2023-05-04 14:35,204.84,60,2023-05-04 19:00,Yes
MF2305046250142,VEH_113,3,D_1657,2023-05-05 00:12,0,60,2023-05-05 01:12,Yes
,VEH_113,4,O_326,2023-05-05 05:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_557,1,O_326,2023-05-04 13:00,0,,,
MF2305126290794,VEH_557,2,D_2010,2023-05-04 13:40,0,60,2023-05-04 14:40,Yes
,VEH_557,3,O_326,2023-05-04 15:16,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_653,1,O_326,2023-05-04 13:00,0,,,
20230503B474290_001,VEH_653,2,D_200,2023-05-04 14:35,205.28,60,2023-05-04 19:00,Yes
,VEH_653,3,O_326,2023-05-04 20:39,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_570,1,O_326,2023-05-04 13:00,0,,,
20230504B476329_001,VEH_570,2,D_109,2023-05-04 14:51,188.95,60,2023-05-04 19:00,Yes
,VEH_570,3,O_326,2023-05-04 20:52,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_646,1,O_326,2023-05-04 13:00,0,,,
20230502B469633_001,VEH_646,2,D_37,2023-05-04 13:33,206.53,60,2023-05-04 18:00,Yes
20230502B469682_001,VEH_646,3,D_113,2023-05-04 18:56,0,60,2023-05-04 19:56,Yes
,VEH_646,4,O_326,2023-05-04 21:08,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_568,1,O_326,2023-05-04 13:00,0,,,
20230502B471305_001,VEH_568,2,D_17,2023-05-04 13:49,250.59,60,2023-05-04 19:00,Yes
,VEH_568,3,O_326,2023-05-04 19:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_330,1,O_326,2023-05-04 13:00,0,,,
MF2305176319132,VEH_330,2,D_2075,2023-05-04 14:33,147.29,60,2023-05-04 18:00,Yes
,VEH_330,3,O_326,2023-05-04 19:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_562,1,O_326,2023-05-04 13:00,0,,,
20230502B471367_001,VEH_562,2,D_117,2023-05-04 14:09,170.85,60,2023-05-04 18:00,Yes
,VEH_562,3,O_326,2023-05-04 18:57,0,60,,temp
