ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_78,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B471186_001,VEH_78,2,D_233,2023-05-01 01:50,669.96,840,2023-05-01 14:00,Yes
,VEH_78,3,O_243,2023-05-01 15:58,0,1017.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_52,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470120_001,VEH_52,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230501B468281_001,VEH_52,3,D_1,2023-05-01 20:46,0,1306.01,2023-05-01 21:46,Yes
,VEH_52,4,O_243,2023-05-02 00:44,0,1544.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_51,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B471147_001,VEH_51,2,D_208,2023-05-01 01:40,0,160.07,2023-05-01 02:40,Yes
20230502B471228_001,VEH_51,3,D_109,2023-05-01 04:22,517.86,840,2023-05-01 14:00,Yes
,VEH_51,4,O_243,2023-05-01 17:29,0,1109.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470796_001,VEH_10,2,D_208,2023-05-01 01:40,0,160.07,2023-05-01 02:40,Yes
,VEH_10,3,O_243,2023-05-01 04:23,0,323.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_41,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470422_001,VEH_41,2,D_146,2023-05-01 01:00,1020.04,1140,2023-05-01 19:00,Yes
,VEH_41,3,O_243,2023-05-01 19:57,0,1257.18,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_76,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B471158_001,VEH_76,2,D_233,2023-05-01 01:50,669.96,840,2023-05-01 14:00,Yes
20230502B471076_001,VEH_76,3,D_209,2023-05-01 15:06,0,966.31,2023-05-01 16:06,Yes
20230502B470455_001,VEH_76,4,D_208,2023-05-01 17:12,48.14,1140,2023-05-01 19:00,Yes
,VEH_76,5,O_243,2023-05-01 20:43,0,1303.42,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_75,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470850_001,VEH_75,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B470513_001,VEH_75,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_75,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_46,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B469750_001,VEH_46,2,D_208,2023-05-01 01:40,0,160.07,2023-05-01 02:40,Yes
,VEH_46,3,O_243,2023-05-01 04:23,0,323.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_82,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B468781_001,VEH_82,2,D_1,2023-05-01 02:42,918.01,1140,2023-05-01 19:00,Yes
,VEH_82,3,O_243,2023-05-01 21:58,0,1378.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_73,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230502864548,VEH_73,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_73,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470033_001,VEH_17,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_17,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470855_001,VEH_30,2,D_209,2023-05-01 02:30,630.36,840,2023-05-01 14:00,Yes
,VEH_30,3,O_243,2023-05-01 16:46,0,1065.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_71,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470037_001,VEH_71,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B468922_007,VEH_71,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_71,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_22,1,O_243,2023-05-01 00:00,0,Null,Null,Null
MF2305136296445,VEH_22,2,D_1184,2023-05-01 02:03,956.79,1140,2023-05-01 19:00,Yes
,VEH_22,3,O_243,2023-05-01 21:15,0,1334.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_79,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B471256_001,VEH_79,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B470056_001,VEH_79,3,D_184,2023-05-01 19:52,0,1252.05,2023-05-01 20:52,Yes
,VEH_79,4,O_243,2023-05-01 22:42,0,1421.9,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470137_001,VEH_11,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_11,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_37,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470041_001,VEH_37,2,D_209,2023-05-01 02:30,630.36,840,2023-05-01 14:00,Yes
,VEH_37,3,O_243,2023-05-01 16:46,0,1065.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_65,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470449_001,VEH_65,2,D_109,2023-05-01 03:08,592.5,840,2023-05-01 14:00,Yes
20230502B469745_001,VEH_65,3,D_1,2023-05-01 14:42,197.81,1140,2023-05-01 19:00,Yes
20230502B469722_001,VEH_65,4,D_108,2023-05-01 20:43,0,1302.59,2023-05-01 21:43,Yes
,VEH_65,5,O_243,2023-05-01 23:13,0,1452.6,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_49,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B471237_001,VEH_49,2,D_233,2023-05-01 01:50,669.96,840,2023-05-01 14:00,Yes
,VEH_49,3,O_243,2023-05-01 15:58,0,1017.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_54,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B468881_001,VEH_54,2,D_109,2023-05-01 03:08,592.5,840,2023-05-01 14:00,Yes
20230502B469548_001,VEH_54,3,D_109,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_54,4,O_243,2023-05-01 18:29,0,1169.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B469559_001,VEH_12,2,D_209,2023-05-01 02:30,630.36,840,2023-05-01 14:00,Yes
,VEH_12,3,O_243,2023-05-01 16:46,0,1065.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_63,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470405_001,VEH_63,2,D_109,2023-05-01 03:08,592.5,840,2023-05-01 14:00,Yes
20230502B470409_001,VEH_63,3,D_108,2023-05-01 16:12,108.36,1140,2023-05-01 19:00,Yes
,VEH_63,4,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_35,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470646_001,VEH_35,2,D_209,2023-05-01 02:30,630.36,840,2023-05-01 14:00,Yes
,VEH_35,3,O_243,2023-05-01 16:46,0,1065.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_68,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470145_001,VEH_68,2,D_109,2023-05-01 03:08,592.5,840,2023-05-01 14:00,Yes
,VEH_68,3,O_243,2023-05-01 17:29,0,1109.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470113_001,VEH_21,2,D_208,2023-05-01 01:40,0,160.07,2023-05-01 02:40,Yes
,VEH_21,3,O_243,2023-05-01 04:23,0,323.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_26,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470521_001,VEH_26,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B470109_001,VEH_26,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_26,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_243,2023-05-01 00:00,0,Null,Null,Null
MF2305046249968,VEH_1,2,D_1184,2023-05-01 02:03,956.79,1140,2023-05-01 19:00,Yes
,VEH_1,3,O_243,2023-05-01 21:15,0,1334.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_20,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470859_001,VEH_20,2,D_208,2023-05-01 01:40,0,160.07,2023-05-01 02:40,Yes
,VEH_20,3,O_243,2023-05-01 04:23,0,323.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B469741_001,VEH_43,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_43,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_80,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470654_001,VEH_80,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B468922_002,VEH_80,3,D_1,2023-05-01 20:46,0,1306.01,2023-05-01 21:46,Yes
,VEH_80,4,O_243,2023-05-02 00:44,0,1544.49,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B469554_001,VEH_4,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_4,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_56,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470141_001,VEH_56,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
20230502B471224_001,VEH_56,3,D_108,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_56,4,O_243,2023-05-01 21:30,0,1350.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_44,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B469963_001,VEH_44,2,D_184,2023-05-01 01:41,978.78,1140,2023-05-01 19:00,Yes
,VEH_44,3,O_243,2023-05-01 20:50,0,1309.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_36,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470323_001,VEH_36,2,D_108,2023-05-01 01:31,988.94,1140,2023-05-01 19:00,Yes
,VEH_36,3,O_243,2023-05-01 20:30,0,1290.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_42,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470133_001,VEH_42,2,D_233,2023-05-01 01:50,669.96,840,2023-05-01 14:00,Yes
,VEH_42,3,O_243,2023-05-01 15:58,0,1017.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_27,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230502B470822_001,VEH_27,2,D_109,2023-05-01 03:08,592.5,840,2023-05-01 14:00,Yes
,VEH_27,3,O_243,2023-05-01 17:29,0,1109.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_284,2023-05-01 00:00,0,Null,Null,Null
MF2305026193147,VEH_14,2,D_1235,2023-05-01 01:47,972.93,1140,2023-05-01 19:00,Yes
,VEH_14,3,O_284,2023-05-01 20:45,0,1305.02,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_284,2023-05-01 00:00,0,Null,Null,Null
MF2305026193831,VEH_2,2,D_1235,2023-05-01 01:47,972.93,1140,2023-05-01 19:00,Yes
,VEH_2,3,O_284,2023-05-01 20:45,0,1305.02,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_284,2023-05-01 00:00,0,Null,Null,Null
MF2305106275888,VEH_12,2,D_1210,2023-05-01 02:00,959.87,1140,2023-05-01 19:00,Yes
,VEH_12,3,O_284,2023-05-01 20:58,0,1318.31,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230502B470014_001,VEH_21,2,D_109,2023-05-01 01:20,1000.03,1140,2023-05-01 19:00,Yes
,VEH_21,3,O_323,2023-05-01 20:17,0,1277.2,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026197476,VEH_16,2,D_1318,2023-05-01 02:18,942.0,1140,2023-05-01 19:00,Yes
,VEH_16,3,O_323,2023-05-01 21:16,0,1336.3,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_7,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305036200376,VEH_7,2,D_1371,2023-05-01 00:29,1051.18,1140,2023-05-01 19:00,Yes
MF2305036200384,VEH_7,3,D_1370,2023-05-01 19:56,0,1255.59,2023-05-01 20:56,Yes
MF2305036200380,VEH_7,4,D_1370,2023-05-01 20:56,0,1315.59,2023-05-01 21:56,Yes
,VEH_7,5,O_323,2023-05-01 22:32,0,1412.5,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B468794_001,VEH_11,2,D_109,2023-05-01 01:20,1000.03,1140,2023-05-01 19:00,Yes
MF2305036200388,VEH_11,3,D_1224,2023-05-01 20:31,209.17,1500,2023-05-02 01:00,Yes
,VEH_11,4,O_323,2023-05-02 01:34,0,1593.71,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305266367492,VEH_6,2,D_1567,2023-05-01 03:19,881.36,1140,2023-05-01 19:00,Yes
MF2305266367500,VEH_6,3,D_1567,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
20230501B468768_001,VEH_6,4,D_70,2023-05-02 00:39,380.85,1920,2023-05-02 08:00,Yes
,VEH_6,5,O_323,2023-05-02 09:51,0,2091.21,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305036200392,VEH_19,2,D_1375,2023-05-01 01:01,1018.74,1140,2023-05-01 19:00,Yes
MF2305266367484,VEH_19,3,D_1567,2023-05-01 21:49,0,1369.22,2023-05-01 22:49,Yes
,VEH_19,4,O_323,2023-05-02 01:49,0,1609.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_168,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305281,VEH_168,2,D_2014,2023-05-01 01:27,0,146.82,2023-05-01 02:27,Yes
,VEH_168,3,O_326,2023-05-01 03:41,0,281.31,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_45,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290618,VEH_45,2,D_2013,2023-05-01 01:49,0,169.0,2023-05-01 02:49,Yes
,VEH_45,3,O_326,2023-05-01 04:38,0,338.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_144,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319075,VEH_144,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
,VEH_144,3,O_326,2023-05-01 01:00,0,120.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290682,VEH_21,2,D_2013,2023-05-01 01:49,0,169.0,2023-05-01 02:49,Yes
,VEH_21,3,O_326,2023-05-01 04:38,0,338.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_189,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290601,VEH_189,2,D_1416,2023-05-01 01:09,0,129.46,2023-05-01 02:09,Yes
,VEH_189,3,O_326,2023-05-01 03:14,0,253.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_190,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319086,VEH_190,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
,VEH_190,3,O_326,2023-05-01 01:00,0,120.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470097_001,VEH_4,2,D_37,2023-05-01 00:33,746.53,840,2023-05-01 14:00,Yes
,VEH_4,3,O_326,2023-05-01 14:25,0,925.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470589_001,VEH_15,2,D_108,2023-05-01 00:53,0,112.61,2023-05-01 01:53,Yes
20230502B469248_003,VEH_15,3,D_1,2023-05-01 03:39,561.38,840,2023-05-01 14:00,Yes
,VEH_15,4,O_326,2023-05-01 15:25,0,984.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_166,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126284838,VEH_166,2,D_1398,2023-05-01 01:19,701.21,840,2023-05-01 14:00,Yes
,VEH_166,3,O_326,2023-05-01 15:00,0,959.56,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_130,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467986_001,VEH_130,2,D_108,2023-05-01 00:53,0,112.61,2023-05-01 01:53,Yes
,VEH_130,3,O_326,2023-05-01 02:46,0,225.93,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_60,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467465_002,VEH_60,2,D_1,2023-05-01 01:26,694.09,840,2023-05-01 14:00,Yes
,VEH_60,3,O_326,2023-05-01 15:25,0,984.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_136,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468434_001,VEH_136,2,D_191,2023-05-01 00:46,0,105.96,2023-05-01 01:46,Yes
MF2305126290678,VEH_136,3,D_1595,2023-05-01 02:44,0,224.07,2023-05-01 03:44,Yes
,VEH_136,4,O_326,2023-05-01 05:09,0,368.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_34,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468244_001,VEH_34,2,D_108,2023-05-01 00:53,0,112.61,2023-05-01 01:53,Yes
,VEH_34,3,O_326,2023-05-01 02:46,0,225.93,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_106,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319094,VEH_106,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
,VEH_106,3,O_326,2023-05-01 01:00,0,120.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305270,VEH_30,2,D_1595,2023-05-01 01:37,0,156.73,2023-05-01 02:37,Yes
20230502B470914_001,VEH_30,3,D_209,2023-05-01 05:02,478.45,840,2023-05-01 14:00,Yes
,VEH_30,4,O_326,2023-05-01 15:17,0,977.34,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319090,VEH_8,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
20230501B468567_001,VEH_8,3,D_152,2023-05-01 02:22,938.12,1140,2023-05-01 19:00,Yes
,VEH_8,4,O_326,2023-05-01 20:10,0,1270.08,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_66,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290638,VEH_66,2,D_2007,2023-05-01 01:28,0,147.78,2023-05-01 02:28,Yes
,VEH_66,3,O_326,2023-05-01 03:47,0,286.73,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_11,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305330,VEH_11,2,D_2003,2023-05-01 00:27,752.86,840,2023-05-01 14:00,Yes
,VEH_11,3,O_326,2023-05-01 14:22,0,921.62,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290642,VEH_0,2,D_1595,2023-05-01 01:37,0,156.73,2023-05-01 02:37,Yes
,VEH_0,3,O_326,2023-05-01 04:02,0,301.55,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467179_001,VEH_19,2,D_118,2023-05-01 01:21,699.33,840,2023-05-01 14:00,Yes
,VEH_19,3,O_326,2023-05-01 15:12,0,971.5,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468666_001,VEH_12,2,D_81,2023-05-01 00:40,0,99.83,2023-05-01 01:40,Yes
MF2305156308735,VEH_12,3,D_2075,2023-05-01 03:02,897.5,1140,2023-05-01 19:00,Yes
,VEH_12,4,O_326,2023-05-01 20:21,0,1281.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_25,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467986_001,VEH_25,2,D_108,2023-05-01 00:53,0,112.61,2023-05-01 01:53,Yes
,VEH_25,3,O_326,2023-05-01 02:46,0,225.93,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468576_001,VEH_17,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
,VEH_17,3,O_326,2023-05-01 04:43,0,343.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_22,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305285,VEH_22,2,D_1397,2023-05-01 01:24,0,144.02,2023-05-01 02:24,Yes
20230502B470489_001,VEH_22,3,D_108,2023-05-01 03:50,0,289.69,2023-05-01 04:50,Yes
,VEH_22,4,O_326,2023-05-01 05:43,0,403.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_122,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470900_001,VEH_122,2,D_208,2023-05-01 00:43,0,102.85,2023-05-01 01:43,Yes
,VEH_122,3,O_326,2023-05-01 02:29,0,209.13,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_111,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305301,VEH_111,2,D_1414,2023-05-01 00:35,745.42,840,2023-05-01 14:00,Yes
MF2305176319064,VEH_111,3,D_1593,2023-05-01 14:38,201.96,1140,2023-05-01 19:00,Yes
,VEH_111,4,O_326,2023-05-01 19:00,0,1200.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_197,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290610,VEH_197,2,D_2003,2023-05-01 00:27,752.86,840,2023-05-01 14:00,Yes
MF2305156305346,VEH_197,3,D_1414,2023-05-01 14:37,0,937.22,2023-05-01 15:37,Yes
,VEH_197,4,O_326,2023-05-01 16:15,0,1035.03,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_87,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230502B470887_001,VEH_87,2,D_233,2023-05-01 00:32,0,91.56,2023-05-01 01:32,Yes
20230501B468416_001,VEH_87,3,D_111,2023-05-01 03:58,841.73,1140,2023-05-01 19:00,Yes
,VEH_87,4,O_326,2023-05-01 21:30,0,1349.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_84,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305274,VEH_84,2,D_2003,2023-05-01 00:27,752.86,840,2023-05-01 14:00,Yes
,VEH_84,3,O_326,2023-05-01 14:22,0,921.62,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_128,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319075,VEH_128,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
,VEH_128,3,O_326,2023-05-01 01:00,0,120.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_160,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305156305342,VEH_160,2,D_2003,2023-05-01 00:27,752.86,840,2023-05-01 14:00,Yes
