ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
20230501B467817_001,VEH_990,2,D_37,2023-05-01 00:57,363.32,480,2023-05-01 08:00,Yes
,VEH_990,3,O_673,2023-05-01 08:54,0,594.43,Null,temp
Null,VEH_992,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18385659,VEH_992,2,D_373,2023-05-01 02:17,642.54,840,2023-05-01 14:00,Yes
,VEH_992,3,O_673,2023-05-01 16:40,0,1060.42,Null,temp
Null,VEH_994,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467928_001,VEH_994,2,D_37,2023-05-01 00:57,363.32,480,2023-05-01 08:00,Yes
,VEH_994,3,O_673,2023-05-01 08:54,0,594.43,Null,temp
Null,VEH_996,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18385654,VEH_996,2,D_327,2023-05-01 00:20,760.23,840,2023-05-01 14:00,Yes
,VEH_996,3,O_673,2023-05-01 14:20,0,920.15,Null,temp
Null,VEH_998,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467961_001,VEH_998,2,D_37,2023-05-01 00:57,363.32,480,2023-05-01 08:00,Yes
20230501B467977_001,VEH_998,3,D_109,2023-05-01 10:05,474.7,1140,2023-05-01 19:00,Yes
M18386782,VEH_998,4,D_362,2023-05-01 22:23,696.91,2100,2023-05-02 11:00,Yes
,VEH_998,5,O_673,2023-05-02 11:22,0,2182.23,Null,temp
